,137,232,school_pri
19824,7.0,4.0,450.0
19825,8.0,2.0,348.0
19826,4.0,2.0,390.0
19827,15.0,2.0,736.0
19828,34.0,1.0,1308.0
19829,41.0,1.0,2110.0
19830,42.0,4.0,2754.0
19831,56.0,4.0,3242.0
19832,76.0,6.0,3768.0
19833,76.0,5.0,3832.0
19834,76.0,3.0,4108.0
19835,82.0,5.0,4372.0
19836,85.0,6.0,4494.0
19837,77.0,3.0,4214.0
19838,75.0,6.0,4606.0
19839,84.0,7.0,4888.0
19840,76.0,10.0,4292.0
19841,71.0,10.0,3930.0
19842,56.0,10.0,3812.0
19843,77.0,11.0,4352.0
19844,53.0,16.0,4054.0
19845,54.0,17.0,3176.0
19846,56.0,18.0,2600.0
19847,26.0,11.0,1922.0
19848,22.0,7.0,1166.0
19849,13.0,5.0,640.0
19850,6.0,2.0,270.0
19851,14.0,1.0,456.0
19852,31.0,1.0,802.0
19853,29.0,1.0,1264.0
19854,23.0,4.0,2014.0
19855,42.0,2.0,2876.0
19856,38.0,5.0,3544.0
19857,58.0,8.0,3998.0
19858,48.0,8.0,4010.0
19859,59.0,5.0,3752.0
19860,54.0,9.0,4050.0
19861,50.0,11.0,4378.0
19862,53.0,10.0,4480.0
19863,64.0,5.0,4294.0
19864,74.0,11.0,4120.0
19865,67.0,6.0,3764.0
19866,48.0,11.0,3750.0
19867,56.0,17.0,4042.0
19868,42.0,13.0,3966.0
19869,40.0,12.0,2740.0
19870,31.0,8.0,2282.0
19871,30.0,9.0,1808.0
19872,10.0,8.0,1068.0
19873,8.0,2.0,764.0
19874,13.0,0.0,316.0
19875,13.0,0.0,502.0
19876,41.0,1.0,732.0
19877,27.0,0.0,1292.0
19878,29.0,2.0,2130.0
19879,37.0,8.0,3274.0
19880,33.0,7.0,3498.0
19881,42.0,12.0,3790.0
19882,42.0,9.0,3694.0
19883,40.0,8.0,3512.0
19884,34.0,6.0,3392.0
19885,45.0,6.0,3570.0
19886,34.0,14.0,3594.0
19887,30.0,6.0,3218.0
19888,38.0,6.0,3012.0
19889,53.0,5.0,3174.0
19890,28.0,9.0,2730.0
19891,38.0,1.0,1832.0
19892,16.0,1.0,1114.0
19893,14.0,1.0,562.0
19894,7.0,1.0,290.0
19895,4.0,0.0,182.0
19896,5.0,1.0,140.0
19897,4.0,0.0,122.0
19898,4.0,0.0,380.0
19899,12.0,1.0,970.0
19900,43.0,3.0,2176.0
19901,47.0,4.0,3156.0
19902,45.0,1.0,3356.0
19903,60.0,3.0,3140.0
19904,55.0,1.0,3096.0
19905,49.0,5.0,3478.0
19906,58.0,6.0,3506.0
19907,65.0,4.0,3752.0
19908,80.0,3.0,4074.0
19909,66.0,3.0,3650.0
19910,61.0,6.0,4018.0
19911,51.0,0.0,4102.0
19912,51.0,6.0,3334.0
19913,48.0,4.0,3110.0
19914,35.0,5.0,2700.0
19915,28.0,8.0,2122.0
19916,21.0,3.0,1516.0
19917,12.0,1.0,710.0
19918,5.0,0.0,348.0
19919,4.0,3.0,202.0
19920,2.0,1.0,108.0
19921,2.0,1.0,110.0
19922,3.0,1.0,380.0
19923,17.0,0.0,1096.0
19924,50.0,0.0,2494.0
19925,59.0,2.0,3254.0
19926,46.0,3.0,3354.0
19927,49.0,4.0,3292.0
19928,63.0,3.0,3660.0
19929,70.0,8.0,3916.0
19930,73.0,0.0,3892.0
19931,75.0,3.0,4126.0
19932,82.0,3.0,4448.0
19933,77.0,7.0,4264.0
19934,72.0,0.0,4748.0
19935,60.0,4.0,5174.0
19936,68.0,2.0,3904.0
19937,41.0,5.0,3964.0
19938,55.0,6.0,4180.0
19939,39.0,3.0,3448.0
19940,32.0,3.0,2412.0
19941,24.0,3.0,1106.0
19942,13.0,1.0,572.0
19943,4.0,0.0,264.0
19944,2.0,1.0,162.0
19945,0.0,1.0,154.0
19946,4.0,0.0,338.0
19947,17.0,0.0,1154.0
19948,45.0,1.0,2556.0
19949,42.0,2.0,3508.0
19950,65.0,4.0,3720.0
19951,75.0,2.0,3626.0
19952,79.0,2.0,3980.0
19953,64.0,5.0,4350.0
19954,73.0,4.0,4070.0
19955,68.0,4.0,4398.0
19956,79.0,6.0,4578.0
19957,82.0,7.0,4478.0
19958,71.0,5.0,5392.0
19959,76.0,1.0,5422.0
19960,63.0,9.0,4656.0
19961,61.0,7.0,4404.0
19962,73.0,10.0,4508.0
19963,38.0,10.0,4316.0
19964,37.0,9.0,2766.0
19965,27.0,5.0,1416.0
19966,17.0,4.0,906.0
19967,1.0,2.0,484.0
19968,1.0,1.0,326.0
19969,8.0,1.0,268.0
19970,4.0,1.0,426.0
19971,23.0,3.0,1208.0
19972,55.0,0.0,2538.0
19973,50.0,1.0,3454.0
19974,65.0,5.0,3568.0
19975,56.0,1.0,3688.0
19976,79.0,10.0,3954.0
19977,59.0,4.0,4304.0
19978,68.0,5.0,4582.0
19979,97.0,3.0,4706.0
19980,47.0,4.0,4882.0
19981,70.0,7.0,4848.0
19982,107.0,3.0,5358.0
19983,78.0,7.0,5992.0
19984,110.0,7.0,5042.0
19985,86.0,10.0,5102.0
19986,80.0,10.0,5108.0
19987,74.0,12.0,4946.0
19988,54.0,9.0,3942.0
19989,42.0,5.0,2344.0
19990,21.0,2.0,1428.0
19991,15.0,6.0,806.0
19992,6.0,0.0,396.0
19993,9.0,3.0,412.0
19994,5.0,0.0,476.0
19995,18.0,0.0,1072.0
19996,46.0,1.0,2122.0
19997,49.0,4.0,2858.0
19998,41.0,1.0,3282.0
19999,55.0,2.0,3262.0
20000,65.0,6.0,3844.0
20001,70.0,7.0,4080.0
20002,63.0,6.0,4184.0
20003,74.0,7.0,4890.0
20004,80.0,3.0,4876.0
20005,82.0,6.0,4774.0
20006,107.0,7.0,5728.0
20007,110.0,5.0,6568.0
20008,95.0,10.0,5656.0
20009,102.0,9.0,4754.0
20010,84.0,8.0,4560.0
20011,97.0,9.0,5234.0
20012,82.0,23.0,5054.0
20013,87.0,18.0,4070.0
20014,65.0,15.0,3426.0
20015,48.0,25.0,2646.0
20016,26.0,8.0,1484.0
20017,21.0,4.0,842.0
20018,20.0,1.0,378.0
20019,14.0,1.0,620.0
20020,27.0,0.0,1004.0
20021,33.0,2.0,1832.0
20022,40.0,0.0,2598.0
20023,48.0,3.0,3260.0
20024,50.0,4.0,4090.0
20025,63.0,7.0,4364.0
20026,74.0,6.0,4442.0
20027,55.0,5.0,4358.0
20028,66.0,6.0,4330.0
20029,68.0,8.0,4502.0
20030,72.0,4.0,5202.0
20031,83.0,7.0,5510.0
20032,80.0,8.0,4900.0
20033,85.0,7.0,3850.0
20034,67.0,5.0,3980.0
20035,77.0,10.0,4594.0
20036,79.0,15.0,4790.0
20037,74.0,25.0,3972.0
20038,71.0,21.0,3238.0
20039,31.0,9.0,2308.0
20040,33.0,20.0,1518.0
20041,14.0,8.0,770.0
20042,21.0,2.0,350.0
20043,15.0,3.0,542.0
20044,23.0,4.0,802.0
20045,19.0,2.0,1434.0
20046,29.0,1.0,2198.0
20047,49.0,4.0,3082.0
20048,45.0,2.0,3518.0
20049,55.0,4.0,4134.0
20050,56.0,4.0,4140.0
20051,48.0,7.0,4322.0
20052,43.0,9.0,4020.0
20053,41.0,3.0,4096.0
20054,42.0,6.0,3934.0
20055,48.0,8.0,3972.0
20056,39.0,6.0,3120.0
20057,47.0,8.0,3324.0
20058,28.0,6.0,2608.0
20059,28.0,7.0,2088.0
20060,12.0,6.0,1150.0
20061,14.0,0.0,730.0
20062,8.0,2.0,370.0
20063,1.0,0.0,164.0
20064,5.0,2.0,124.0
20065,3.0,1.0,202.0
20066,7.0,1.0,428.0
20067,24.0,2.0,1204.0
20068,44.0,2.0,2666.0
20069,61.0,2.0,3700.0
20070,56.0,11.0,3500.0
20071,55.0,1.0,3324.0
20072,58.0,5.0,3506.0
20073,50.0,6.0,3742.0
20074,55.0,3.0,3776.0
20075,70.0,7.0,3812.0
20076,82.0,5.0,4132.0
20077,68.0,3.0,3902.0
20078,56.0,0.0,4344.0
20079,56.0,4.0,4580.0
20080,60.0,4.0,3508.0
20081,44.0,4.0,3548.0
20082,46.0,5.0,3104.0
20083,25.0,4.0,2408.0
20084,28.0,5.0,1356.0
20085,12.0,3.0,694.0
20086,8.0,3.0,330.0
20087,3.0,0.0,166.0
20088,5.0,0.0,94.0
20089,2.0,1.0,150.0
20090,6.0,3.0,492.0
20091,14.0,2.0,1248.0
20092,45.0,2.0,2966.0
20093,52.0,6.0,3984.0
20094,67.0,6.0,3908.0
20095,61.0,8.0,3818.0
20096,57.0,5.0,4234.0
20097,75.0,9.0,4258.0
20098,75.0,3.0,4080.0
20099,86.0,1.0,4384.0
20100,80.0,6.0,4410.0
20101,78.0,4.0,4568.0
20102,78.0,0.0,5364.0
20103,88.0,5.0,5742.0
20104,79.0,9.0,4848.0
20105,66.0,7.0,4800.0
20106,69.0,7.0,5116.0
20107,63.0,8.0,4652.0
20108,24.0,3.0,2168.0
20109,24.0,4.0,1070.0
20110,11.0,1.0,550.0
20111,7.0,1.0,248.0
20112,4.0,1.0,166.0
20113,3.0,0.0,164.0
20114,3.0,0.0,446.0
20115,21.0,3.0,1348.0
20116,55.0,4.0,3022.0
20117,57.0,6.0,4204.0
20118,67.0,8.0,4002.0
20119,53.0,1.0,3914.0
20120,68.0,6.0,4154.0
20121,80.0,7.0,4294.0
20122,62.0,4.0,4130.0
20123,85.0,1.0,4398.0
20124,95.0,0.0,4690.0
20125,103.0,4.0,4776.0
20126,81.0,2.0,5352.0
20127,91.0,3.0,5648.0
20128,83.0,1.0,4844.0
20129,63.0,9.0,4802.0
20130,64.0,11.0,5034.0
20131,48.0,9.0,4422.0
20132,32.0,2.0,2910.0
20133,24.0,2.0,1596.0
20134,17.0,2.0,744.0
20135,6.0,2.0,356.0
20136,5.0,0.0,170.0
20137,2.0,1.0,258.0
20138,8.0,2.0,510.0
20139,13.0,2.0,1372.0
20140,54.0,4.0,2884.0
20141,71.0,6.0,4068.0
20142,55.0,4.0,3956.0
20143,56.0,3.0,3534.0
20144,70.0,4.0,4052.0
20145,86.0,2.0,4456.0
20146,70.0,7.0,4196.0
20147,80.0,2.0,4742.0
20148,70.0,2.0,4856.0
20149,73.0,2.0,5212.0
20150,123.0,2.0,5994.0
20151,110.0,7.0,6156.0
20152,107.0,8.0,5410.0
20153,85.0,7.0,5252.0
20154,88.0,11.0,5608.0
20155,81.0,20.0,5160.0
20156,40.0,6.0,3942.0
20157,29.0,12.0,2334.0
20158,15.0,5.0,1446.0
20159,8.0,1.0,814.0
20160,8.0,1.0,430.0
20161,11.0,1.0,408.0
20162,13.0,0.0,516.0
20163,18.0,2.0,1156.0
20164,47.0,3.0,2214.0
20165,51.0,2.0,2968.0
20166,47.0,3.0,3140.0
20167,54.0,4.0,3432.0
20168,56.0,4.0,3578.0
20169,70.0,4.0,4040.0
20170,75.0,9.0,4078.0
20171,65.0,4.0,4548.0
20172,77.0,3.0,4594.0
20173,78.0,3.0,4378.0
20174,111.0,9.0,5440.0
20175,109.0,12.0,5730.0
20176,116.0,10.0,5360.0
20177,94.0,14.0,4262.0
20178,68.0,8.0,4206.0
20179,90.0,13.0,4558.0
20180,114.0,23.0,4244.0
20181,89.0,21.0,3456.0
20182,62.0,20.0,2700.0
20183,46.0,12.0,2118.0
20184,19.0,6.0,1368.0
20185,21.0,2.0,760.0
20186,9.0,2.0,352.0
20187,11.0,1.0,572.0
20188,25.0,5.0,964.0
20189,36.0,1.0,1678.0
20190,35.0,5.0,2632.0
20191,57.0,1.0,3318.0
20192,54.0,4.0,3928.0
20193,61.0,4.0,4208.0
20194,69.0,6.0,4464.0
20195,72.0,6.0,3890.0
20196,52.0,13.0,4350.0
20197,54.0,5.0,4958.0
20198,69.0,7.0,5900.0
20199,72.0,13.0,5684.0
20200,87.0,6.0,4912.0
20201,63.0,2.0,3738.0
20202,84.0,10.0,4584.0
20203,92.0,22.0,4984.0
20204,106.0,11.0,4264.0
20205,76.0,30.0,3416.0
20206,58.0,23.0,2726.0
20207,26.0,14.0,1870.0
20208,30.0,10.0,1172.0
20209,12.0,2.0,628.0
20210,8.0,2.0,328.0
20211,19.0,3.0,598.0
20212,37.0,2.0,982.0
20213,34.0,2.0,1544.0
20214,32.0,4.0,2468.0
20215,40.0,1.0,3036.0
20216,46.0,1.0,3638.0
20217,61.0,7.0,4216.0
20218,52.0,9.0,4212.0
20219,58.0,11.0,4070.0
20220,45.0,8.0,3674.0
20221,43.0,9.0,3986.0
20222,45.0,11.0,4212.0
20223,45.0,2.0,4106.0
20224,44.0,1.0,3138.0
20225,28.0,4.0,2920.0
20226,35.0,5.0,2560.0
20227,24.0,3.0,1816.0
20228,23.0,3.0,1060.0
20229,12.0,2.0,598.0
20230,1.0,0.0,302.0
20231,3.0,0.0,194.0
20232,1.0,1.0,92.0
20233,3.0,1.0,160.0
20234,2.0,0.0,474.0
20235,23.0,2.0,1308.0
20236,51.0,1.0,2668.0
20237,52.0,3.0,3548.0
20238,56.0,4.0,3380.0
20239,52.0,2.0,3360.0
20240,62.0,0.0,3380.0
20241,69.0,3.0,3754.0
20242,59.0,4.0,3470.0
20243,62.0,2.0,3862.0
20244,81.0,2.0,4482.0
20245,87.0,4.0,4120.0
20246,86.0,3.0,4840.0
20247,79.0,3.0,5110.0
20248,73.0,4.0,3750.0
20249,52.0,1.0,3510.0
20250,50.0,4.0,3554.0
20251,31.0,1.0,2952.0
20252,16.0,2.0,1580.0
20253,17.0,2.0,804.0
20254,7.0,2.0,328.0
20255,2.0,0.0,150.0
20256,3.0,2.0,116.0
20257,6.0,0.0,132.0
20258,6.0,0.0,492.0
20259,18.0,2.0,1296.0
20260,43.0,2.0,2954.0
20261,66.0,7.0,3944.0
20262,40.0,4.0,3670.0
20263,64.0,3.0,3676.0
20264,71.0,2.0,3754.0
20265,81.0,4.0,4034.0
20266,84.0,3.0,4198.0
20267,81.0,1.0,4386.0
20268,73.0,2.0,4494.0
20269,88.0,2.0,4480.0
20270,85.0,4.0,5200.0
20271,95.0,5.0,5656.0
20272,81.0,6.0,4586.0
20273,50.0,10.0,4310.0
20274,44.0,6.0,4748.0
20275,44.0,2.0,4426.0
20276,38.0,6.0,2554.0
20277,20.0,1.0,1174.0
20278,5.0,1.0,530.0
20279,5.0,0.0,270.0
20280,3.0,0.0,194.0
20281,3.0,0.0,174.0
20282,6.0,1.0,394.0
20283,18.0,1.0,1304.0
20284,41.0,3.0,3166.0
20285,76.0,4.0,4152.0
20286,67.0,5.0,3908.0
20287,62.0,3.0,3854.0
20288,76.0,3.0,4188.0
20289,84.0,2.0,4456.0
20290,64.0,3.0,4268.0
20291,85.0,5.0,4438.0
20292,93.0,3.0,4840.0
20293,83.0,4.0,4680.0
20294,76.0,4.0,5558.0
20295,92.0,5.0,6038.0
20296,81.0,4.0,5150.0
20297,77.0,8.0,4908.0
20298,83.0,6.0,4998.0
20299,53.0,8.0,4740.0
20300,38.0,6.0,2932.0
20301,31.0,10.0,1540.0
20302,23.0,3.0,800.0
20303,3.0,0.0,400.0
20304,4.0,1.0,224.0
20305,5.0,3.0,254.0
20306,6.0,1.0,526.0
20307,23.0,3.0,1338.0
20308,53.0,1.0,3320.0
20309,77.0,9.0,4250.0
20310,68.0,6.0,3846.0
20311,68.0,5.0,3848.0
20312,69.0,5.0,3938.0
20313,72.0,2.0,4144.0
20314,80.0,4.0,4356.0
20315,89.0,1.0,4560.0
20316,86.0,3.0,4706.0
20317,85.0,5.0,4872.0
20318,103.0,5.0,5556.0
20319,89.0,4.0,5664.0
20320,78.0,7.0,4992.0
20321,68.0,7.0,4862.0
20322,82.0,7.0,5256.0
20323,72.0,9.0,4588.0
20324,43.0,17.0,3990.0
20325,33.0,9.0,2316.0
20326,19.0,2.0,1326.0
20327,15.0,4.0,722.0
20328,5.0,3.0,430.0
20329,6.0,0.0,318.0
20330,11.0,0.0,512.0
20331,25.0,0.0,1148.0
20332,42.0,3.0,2512.0
20333,53.0,4.0,3392.0
20334,55.0,0.0,3426.0
20335,66.0,3.0,3586.0
20336,60.0,1.0,3672.0
20337,72.0,1.0,4050.0
20338,71.0,4.0,4170.0
20339,77.0,6.0,4910.0
20340,93.0,2.0,5098.0
20341,89.0,3.0,4588.0
20342,91.0,6.0,5414.0
20343,102.0,5.0,5838.0
20344,132.0,5.0,6116.0
20345,120.0,6.0,4888.0
20346,102.0,7.0,4894.0
20347,88.0,9.0,5106.0
20348,79.0,13.0,4238.0
20349,47.0,13.0,3584.0
20350,42.0,21.0,2904.0
20351,31.0,8.0,2148.0
20352,23.0,6.0,1334.0
20353,19.0,2.0,592.0
20354,10.0,1.0,326.0
20355,24.0,2.0,552.0
20356,29.0,5.0,894.0
20357,39.0,4.0,1704.0
20358,47.0,1.0,2772.0
20359,50.0,4.0,3476.0
20360,70.0,8.0,4184.0
20361,102.0,6.0,4824.0
20362,94.0,8.0,4238.0
20363,94.0,7.0,4144.0
20364,76.0,5.0,4494.0
20365,80.0,8.0,4716.0
20366,77.0,3.0,4810.0
20367,76.0,2.0,4824.0
20368,78.0,5.0,4226.0
20369,63.0,5.0,3256.0
20370,75.0,8.0,3482.0
20371,58.0,8.0,4002.0
20372,82.0,13.0,4042.0
20373,68.0,22.0,3574.0
20374,55.0,23.0,3056.0
20375,33.0,14.0,2360.0
20376,19.0,10.0,1518.0
20377,20.0,9.0,742.0
20378,16.0,1.0,294.0
20379,20.0,1.0,536.0
20380,32.0,2.0,1010.0
20381,23.0,2.0,1290.0
20382,27.0,0.0,2134.0
20383,48.0,4.0,3128.0
20384,57.0,6.0,4432.0
20385,79.0,4.0,4338.0
20386,48.0,5.0,3852.0
20387,55.0,6.0,4070.0
20388,82.0,7.0,3994.0
20389,51.0,7.0,4298.0
20390,42.0,6.0,4142.0
20391,60.0,4.0,3590.0
20392,52.0,2.0,2700.0
20393,38.0,2.0,2182.0
20394,30.0,5.0,2138.0
20395,26.0,7.0,1610.0
20396,17.0,3.0,850.0
20397,11.0,2.0,544.0
20398,5.0,5.0,272.0
20399,0.0,2.0,180.0
20400,4.0,2.0,156.0
20401,0.0,1.0,178.0
20402,7.0,1.0,432.0
20403,15.0,2.0,1242.0
20404,47.0,0.0,2766.0
20405,59.0,3.0,3470.0
20406,61.0,4.0,3184.0
20407,63.0,3.0,3262.0
20408,54.0,5.0,3508.0
20409,70.0,4.0,3996.0
20410,67.0,3.0,3838.0
20411,62.0,5.0,3996.0
20412,72.0,9.0,4474.0
20413,69.0,3.0,3982.0
20414,64.0,0.0,4542.0
20415,70.0,7.0,4856.0
20416,54.0,1.0,3668.0
20417,57.0,6.0,3280.0
20418,46.0,11.0,3454.0
20419,38.0,5.0,2588.0
20420,23.0,3.0,1620.0
20421,15.0,2.0,938.0
20422,7.0,0.0,526.0
20423,7.0,1.0,272.0
20424,5.0,2.0,188.0
20425,5.0,0.0,198.0
20426,6.0,0.0,494.0
20427,20.0,2.0,1332.0
20428,69.0,2.0,3594.0
20429,82.0,4.0,4228.0
20430,67.0,6.0,4042.0
20431,72.0,4.0,4108.0
20432,80.0,3.0,4046.0
20433,72.0,3.0,4256.0
20434,72.0,1.0,4024.0
20435,77.0,1.0,4466.0
20436,96.0,1.0,4590.0
20437,81.0,2.0,4640.0
20438,85.0,3.0,5012.0
20439,86.0,4.0,5750.0
20440,56.0,4.0,4588.0
20441,61.0,3.0,4190.0
20442,53.0,8.0,4330.0
20443,59.0,6.0,4170.0
20444,39.0,2.0,2286.0
20445,26.0,2.0,1156.0
20446,13.0,3.0,524.0
20447,5.0,2.0,272.0
20448,2.0,0.0,160.0
20449,2.0,0.0,178.0
20450,11.0,1.0,464.0
20451,28.0,1.0,1342.0
20452,52.0,3.0,3044.0
20453,62.0,1.0,3998.0
20454,76.0,6.0,3832.0
20455,56.0,3.0,3816.0
20456,69.0,2.0,4028.0
20457,81.0,6.0,4184.0
20458,63.0,4.0,4216.0
20459,77.0,2.0,4568.0
20460,73.0,4.0,4758.0
20461,94.0,2.0,4692.0
20462,87.0,4.0,5846.0
20463,91.0,7.0,6302.0
20464,77.0,5.0,5280.0
20465,63.0,4.0,4914.0
20466,60.0,10.0,5030.0
20467,48.0,10.0,4396.0
20468,29.0,9.0,2610.0
20469,15.0,3.0,1280.0
20470,11.0,1.0,678.0
20471,2.0,1.0,374.0
20472,5.0,0.0,172.0
20473,10.0,0.0,254.0
20474,8.0,1.0,576.0
20475,25.0,3.0,1502.0
20476,60.0,2.0,3490.0
20477,85.0,7.0,4442.0
20478,81.0,5.0,4256.0
20479,65.0,2.0,4080.0
20480,71.0,4.0,4344.0
20481,79.0,8.0,4330.0
20482,60.0,3.0,4128.0
20483,96.0,4.0,4450.0
20484,113.0,3.0,5392.0
20485,98.0,4.0,4758.0
20486,103.0,5.0,5836.0
20487,97.0,7.0,6484.0
20488,105.0,2.0,5310.0
20489,81.0,9.0,4690.0
20490,77.0,9.0,5228.0
20491,64.0,13.0,5318.0
20492,58.0,14.0,3788.0
20493,41.0,8.0,2384.0
20494,23.0,2.0,1352.0
20495,11.0,5.0,856.0
20496,5.0,0.0,416.0
20497,6.0,3.0,420.0
20498,4.0,0.0,536.0
20499,27.0,2.0,1242.0
20500,46.0,1.0,2628.0
20501,60.0,2.0,3276.0
20502,53.0,3.0,3248.0
20503,51.0,3.0,3424.0
20504,67.0,5.0,3842.0
20505,66.0,6.0,4014.0
20506,65.0,2.0,4036.0
20507,73.0,6.0,4704.0
20508,80.0,6.0,4948.0
20509,89.0,6.0,4648.0
20510,92.0,7.0,5422.0
20511,94.0,7.0,6194.0
20512,116.0,9.0,5598.0
20513,91.0,11.0,4126.0
20514,94.0,14.0,4278.0
20515,87.0,18.0,5304.0
20516,120.0,19.0,4932.0
20517,96.0,20.0,4126.0
20518,77.0,35.0,3506.0
20519,42.0,22.0,2760.0
20520,31.0,13.0,1748.0
20521,27.0,5.0,956.0
20522,9.0,2.0,394.0
20523,23.0,2.0,628.0
20524,38.0,1.0,1126.0
20525,29.0,1.0,1638.0
20526,32.0,4.0,2596.0
20527,45.0,4.0,3386.0
20528,54.0,2.0,4046.0
20529,60.0,3.0,4378.0
20530,70.0,7.0,4548.0
20531,76.0,14.0,4330.0
20532,77.0,5.0,4624.0
20533,68.0,8.0,4878.0
20534,68.0,10.0,5172.0
20535,80.0,10.0,5208.0
20536,75.0,3.0,5096.0
20537,70.0,9.0,4192.0
20538,75.0,14.0,4494.0
20539,87.0,14.0,4892.0
20540,80.0,22.0,4950.0
20541,65.0,23.0,4220.0
20542,56.0,18.0,3282.0
20543,34.0,14.0,2502.0
20544,20.0,14.0,1542.0
20545,17.0,4.0,804.0
20546,17.0,1.0,360.0
20547,16.0,2.0,562.0
20548,36.0,1.0,946.0
20549,45.0,1.0,1622.0
20550,36.0,3.0,2462.0
20551,46.0,7.0,3096.0
20552,56.0,4.0,3366.0
20553,58.0,9.0,3964.0
20554,68.0,8.0,4114.0
20555,59.0,8.0,4324.0
20556,45.0,9.0,3998.0
20557,54.0,4.0,3928.0
20558,36.0,6.0,4162.0
20559,51.0,8.0,4090.0
20560,50.0,6.0,3640.0
20561,53.0,5.0,3200.0
20562,38.0,8.0,2892.0
20563,34.0,6.0,1998.0
20564,25.0,2.0,1130.0
20565,11.0,1.0,716.0
20566,8.0,0.0,312.0
20567,4.0,1.0,198.0
20568,4.0,2.0,158.0
20569,6.0,1.0,190.0
20570,3.0,0.0,412.0
20571,13.0,2.0,1158.0
20572,45.0,2.0,2630.0
20573,52.0,1.0,3268.0
20574,46.0,4.0,3188.0
20575,59.0,2.0,3336.0
20576,55.0,0.0,3212.0
20577,58.0,2.0,3406.0
20578,66.0,0.0,3570.0
20579,78.0,4.0,3996.0
20580,85.0,2.0,4222.0
20581,81.0,3.0,3964.0
20582,62.0,3.0,4624.0
20583,63.0,8.0,4924.0
20584,56.0,5.0,3948.0
20585,56.0,5.0,3332.0
20586,48.0,8.0,3438.0
20587,26.0,5.0,3142.0
20588,26.0,2.0,1904.0
20589,21.0,1.0,836.0
20590,10.0,2.0,424.0
20591,5.0,0.0,182.0
20592,6.0,1.0,116.0
20593,5.0,0.0,162.0
20594,7.0,1.0,446.0
20595,14.0,0.0,1314.0
20596,42.0,3.0,2880.0
20597,54.0,4.0,3808.0
20598,64.0,6.0,3816.0
20599,54.0,1.0,3558.0
20600,80.0,3.0,4058.0
20601,64.0,3.0,3962.0
20602,67.0,6.0,3838.0
20603,79.0,6.0,4466.0
20604,92.0,7.0,4836.0
20605,77.0,0.0,4828.0
20606,91.0,4.0,5608.0
20607,77.0,6.0,6218.0
20608,84.0,5.0,4868.0
20609,50.0,4.0,4352.0
20610,60.0,4.0,4920.0
20611,58.0,9.0,4132.0
20612,27.0,7.0,2886.0
20613,28.0,2.0,1118.0
20614,19.0,3.0,588.0
20615,3.0,2.0,288.0
20616,4.0,2.0,164.0
20617,5.0,0.0,208.0
20618,8.0,0.0,460.0
20619,25.0,1.0,1366.0
20620,38.0,1.0,3088.0
20621,60.0,6.0,4006.0
20622,65.0,2.0,3820.0
20623,70.0,2.0,3806.0
20624,64.0,4.0,4044.0
20625,67.0,5.0,4224.0
20626,69.0,8.0,4232.0
20627,75.0,3.0,4326.0
20628,81.0,3.0,4832.0
20629,77.0,2.0,4580.0
20630,102.0,5.0,5470.0
20631,106.0,3.0,6090.0
20632,91.0,5.0,5064.0
20633,73.0,7.0,4758.0
20634,56.0,20.0,5210.0
20635,83.0,11.0,4880.0
20636,45.0,8.0,3684.0
20637,28.0,6.0,1678.0
20638,12.0,3.0,826.0
20639,7.0,0.0,434.0
20640,3.0,0.0,290.0
20641,7.0,0.0,244.0
20642,4.0,1.0,460.0
20643,25.0,3.0,1380.0
20644,42.0,3.0,3086.0
20645,68.0,1.0,4020.0
20646,67.0,2.0,3910.0
20647,71.0,5.0,3962.0
20648,74.0,5.0,4360.0
20649,58.0,6.0,4340.0
20650,50.0,5.0,4198.0
20651,71.0,5.0,4840.0
20652,86.0,2.0,5190.0
20653,88.0,2.0,5274.0
20654,95.0,6.0,6062.0
20655,95.0,3.0,7046.0
20656,104.0,7.0,5440.0
20657,79.0,5.0,4950.0
20658,65.0,8.0,5366.0
20659,63.0,12.0,5588.0
20660,58.0,6.0,3684.0
20661,46.0,8.0,2466.0
20662,29.0,4.0,1424.0
20663,15.0,3.0,874.0
20664,10.0,3.0,484.0
20665,7.0,3.0,368.0
20666,9.0,2.0,598.0
20667,30.0,4.0,1264.0
20668,40.0,1.0,2710.0
20669,45.0,5.0,3444.0
20670,57.0,3.0,3582.0
20671,55.0,7.0,3932.0
20672,64.0,1.0,4054.0
20673,59.0,4.0,4360.0
20674,61.0,12.0,4356.0
20675,79.0,7.0,5210.0
20676,91.0,2.0,5338.0
20677,97.0,9.0,5236.0
20678,113.0,7.0,5764.0
20679,119.0,11.0,6014.0
20680,96.0,13.0,5630.0
20681,104.0,7.0,4258.0
20682,71.0,16.0,4340.0
20683,88.0,13.0,4894.0
20684,128.0,16.0,4924.0
20685,64.0,12.0,3616.0
20686,54.0,13.0,3294.0
20687,46.0,11.0,2516.0
20688,38.0,6.0,1760.0
20689,11.0,5.0,726.0
20690,9.0,1.0,360.0
20691,14.0,1.0,636.0
20692,33.0,4.0,1042.0
20693,26.0,1.0,1764.0
20694,36.0,5.0,2704.0
20695,50.0,3.0,3542.0
20696,68.0,3.0,4234.0
20697,81.0,6.0,4630.0
20698,94.0,4.0,4758.0
20699,65.0,8.0,4678.0
20700,61.0,6.0,4672.0
20701,59.0,6.0,4902.0
20702,60.0,14.0,5464.0
20703,55.0,13.0,5274.0
20704,83.0,12.0,4808.0
20705,59.0,9.0,3702.0
20706,61.0,13.0,4144.0
20707,72.0,13.0,4526.0
20708,77.0,24.0,4696.0
