,137,232,school_pri
3780,82.0,11.0,4316.0
3781,79.0,12.0,4622.0
3782,111.0,14.0,5166.0
3783,97.0,11.0,4162.0
3784,110.0,16.0,4358.0
3785,86.0,9.0,4724.0
3786,87.0,10.0,3632.0
3787,52.0,5.0,2670.0
3788,42.0,4.0,2222.0
3789,37.0,4.0,1922.0
3790,39.0,4.0,1180.0
3791,19.0,2.0,516.0
3792,7.0,0.0,298.0
3793,2.0,0.0,130.0
3794,5.0,0.0,74.0
3795,2.0,0.0,116.0
3796,3.0,0.0,328.0
3797,15.0,1.0,1224.0
3798,45.0,5.0,2448.0
3799,57.0,5.0,3556.0
3800,70.0,8.0,3622.0
3801,63.0,1.0,3758.0
3802,83.0,7.0,4000.0
3803,72.0,9.0,4512.0
3804,91.0,14.0,4630.0
3805,89.0,13.0,5066.0
3806,112.0,12.0,5472.0
3807,105.0,16.0,5008.0
3808,126.0,10.0,4764.0
3809,137.0,6.0,4792.0
3810,101.0,7.0,3714.0
3811,64.0,12.0,2956.0
3812,42.0,10.0,2668.0
3813,41.0,5.0,2428.0
3814,43.0,2.0,1496.0
3815,40.0,2.0,800.0
3816,5.0,1.0,306.0
3817,12.0,0.0,178.0
3818,1.0,2.0,128.0
3819,9.0,2.0,128.0
3820,3.0,1.0,342.0
3821,15.0,2.0,1290.0
3822,45.0,4.0,2514.0
3823,56.0,5.0,3556.0
3824,68.0,1.0,3480.0
3825,88.0,11.0,3872.0
3826,93.0,6.0,4208.0
3827,93.0,8.0,4704.0
3828,92.0,13.0,4650.0
3829,89.0,7.0,5154.0
3830,98.0,17.0,5140.0
3831,110.0,9.0,4506.0
3832,113.0,6.0,4910.0
3833,97.0,11.0,5116.0
3834,104.0,6.0,4402.0
3835,72.0,8.0,3422.0
3836,51.0,4.0,3406.0
3837,48.0,3.0,2794.0
3838,49.0,5.0,1940.0
3839,31.0,6.0,1126.0
3840,13.0,3.0,476.0
3841,11.0,1.0,230.0
3842,4.0,0.0,156.0
3843,6.0,3.0,164.0
3844,5.0,2.0,360.0
3845,18.0,1.0,1272.0
3846,47.0,3.0,2418.0
3847,69.0,6.0,3478.0
3848,76.0,2.0,3596.0
3849,74.0,3.0,3844.0
3850,86.0,8.0,4124.0
3851,81.0,12.0,4560.0
3852,74.0,21.0,4646.0
3853,84.0,21.0,5086.0
3854,86.0,19.0,5196.0
3855,94.0,34.0,4738.0
3856,99.0,29.0,4964.0
3857,102.0,21.0,5498.0
3858,114.0,21.0,4962.0
3859,111.0,18.0,3944.0
3860,53.0,13.0,3684.0
3861,74.0,7.0,3354.0
3862,76.0,11.0,2392.0
3863,52.0,5.0,1648.0
3864,25.0,3.0,1002.0
3865,22.0,2.0,558.0
3866,9.0,2.0,264.0
3867,7.0,0.0,174.0
3868,9.0,1.0,402.0
3869,10.0,2.0,1100.0
3870,52.0,4.0,2104.0
3871,77.0,3.0,3074.0
3872,49.0,4.0,3238.0
3873,57.0,9.0,3502.0
3874,99.0,11.0,3892.0
3875,61.0,16.0,4158.0
3876,76.0,15.0,4104.0
3877,77.0,19.0,4588.0
3878,128.0,17.0,4472.0
3879,87.0,20.0,4228.0
3880,109.0,24.0,4804.0
3881,105.0,25.0,4914.0
3882,129.0,15.0,4612.0
3883,95.0,13.0,3622.0
3884,70.0,12.0,3392.0
3885,94.0,18.0,3300.0
3886,103.0,15.0,2882.0
3887,90.0,19.0,2418.0
3888,64.0,27.0,1936.0
3889,60.0,16.0,1378.0
3890,31.0,12.0,892.0
3891,20.0,5.0,428.0
3892,8.0,0.0,282.0
3893,23.0,3.0,628.0
3894,24.0,3.0,916.0
3895,34.0,4.0,1448.0
3896,30.0,6.0,2220.0
3897,50.0,9.0,2890.0
3898,76.0,22.0,3356.0
3899,62.0,18.0,3824.0
3900,71.0,21.0,4168.0
3901,81.0,17.0,4128.0
3902,71.0,36.0,4194.0
3903,70.0,22.0,4188.0
3904,76.0,30.0,4880.0
3905,90.0,29.0,4928.0
3906,79.0,25.0,4102.0
3907,76.0,20.0,3396.0
3908,65.0,29.0,3396.0
3909,116.0,24.0,3310.0
3910,96.0,24.0,2996.0
3911,68.0,20.0,2392.0
3912,59.0,22.0,1966.0
3913,51.0,16.0,1518.0
3914,29.0,8.0,974.0
3915,14.0,7.0,526.0
3916,6.0,2.0,262.0
3917,16.0,2.0,466.0
3918,21.0,0.0,662.0
3919,31.0,5.0,1088.0
3920,35.0,0.0,1686.0
3921,36.0,10.0,2470.0
3922,49.0,20.0,3030.0
3923,60.0,27.0,3358.0
3924,51.0,31.0,3424.0
3925,62.0,26.0,3698.0
3926,63.0,28.0,3896.0
3927,53.0,27.0,3422.0
3928,64.0,15.0,3194.0
3929,46.0,12.0,2992.0
3930,55.0,11.0,2636.0
3931,46.0,13.0,2080.0
3932,32.0,11.0,2108.0
3933,37.0,3.0,1618.0
3934,41.0,3.0,1032.0
3935,14.0,3.0,520.0
3936,9.0,1.0,282.0
3937,3.0,0.0,130.0
3938,1.0,0.0,94.0
3939,4.0,2.0,140.0
3940,7.0,1.0,366.0
3941,25.0,0.0,1296.0
3942,43.0,1.0,2238.0
3943,66.0,5.0,3228.0
3944,73.0,4.0,3386.0
3945,91.0,9.0,3306.0
3946,81.0,17.0,3416.0
3947,62.0,20.0,3532.0
3948,95.0,17.0,3816.0
3949,81.0,19.0,4024.0
3950,105.0,26.0,4128.0
3951,99.0,23.0,3952.0
3952,97.0,22.0,4386.0
3953,79.0,25.0,4518.0
3954,82.0,11.0,3654.0
3955,75.0,26.0,3172.0
3956,42.0,7.0,2496.0
3957,45.0,10.0,2030.0
3958,38.0,2.0,1266.0
3959,18.0,0.0,640.0
3960,7.0,2.0,276.0
3961,4.0,0.0,98.0
3962,0.0,0.0,68.0
3963,3.0,0.0,116.0
3964,2.0,2.0,304.0
3965,18.0,1.0,1138.0
3966,53.0,0.0,2320.0
3967,57.0,3.0,3304.0
3968,64.0,6.0,3480.0
3969,69.0,8.0,3658.0
3970,68.0,15.0,3872.0
3971,87.0,25.0,4286.0
3972,102.0,21.0,4196.0
3973,98.0,38.0,4936.0
3974,112.0,12.0,4658.0
3975,104.0,22.0,4572.0
3976,127.0,18.0,4838.0
3977,96.0,29.0,5080.0
3978,112.0,31.0,4422.0
3979,75.0,14.0,3756.0
3980,59.0,12.0,3556.0
3981,64.0,11.0,2864.0
3982,46.0,7.0,1980.0
3983,20.0,5.0,1118.0
3984,19.0,3.0,486.0
3985,4.0,1.0,172.0
3986,5.0,1.0,116.0
3987,6.0,1.0,136.0
3988,2.0,1.0,382.0
3989,21.0,2.0,1200.0
3990,47.0,4.0,2338.0
3991,51.0,5.0,3354.0
3992,87.0,2.0,3626.0
3993,65.0,10.0,3850.0
3994,78.0,14.0,4146.0
3995,87.0,19.0,4384.0
3996,111.0,19.0,4522.0
3997,109.0,37.0,4926.0
3998,88.0,39.0,4928.0
3999,106.0,31.0,4514.0
4000,98.0,23.0,5152.0
4001,106.0,28.0,5446.0
4002,93.0,13.0,4586.0
4003,79.0,18.0,3644.0
4004,65.0,11.0,3588.0
4005,70.0,10.0,3184.0
4006,45.0,4.0,2036.0
4007,34.0,8.0,1194.0
4008,21.0,6.0,682.0
4009,11.0,0.0,274.0
4010,2.0,1.0,158.0
4011,6.0,0.0,140.0
4012,2.0,1.0,430.0
4013,27.0,1.0,1236.0
4014,31.0,3.0,2256.0
4015,68.0,5.0,3208.0
4016,64.0,6.0,3606.0
4017,75.0,8.0,3718.0
4018,78.0,14.0,4166.0
4019,88.0,15.0,4490.0
4020,100.0,27.0,4520.0
4021,101.0,18.0,4998.0
4022,99.0,30.0,4950.0
4023,101.0,38.0,4442.0
4024,120.0,28.0,5030.0
4025,127.0,29.0,5080.0
4026,113.0,21.0,4502.0
4027,74.0,13.0,3604.0
4028,62.0,13.0,3592.0
4029,87.0,13.0,3394.0
4030,85.0,17.0,2572.0
4031,56.0,10.0,1794.0
4032,45.0,3.0,1224.0
4033,20.0,1.0,730.0
4034,14.0,0.0,348.0
4035,14.0,0.0,232.0
4036,5.0,4.0,408.0
4037,19.0,2.0,1184.0
4038,47.0,4.0,1914.0
4039,62.0,3.0,2820.0
4040,66.0,5.0,3106.0
4041,83.0,11.0,3508.0
4042,89.0,7.0,3994.0
4043,59.0,20.0,4244.0
4044,89.0,30.0,4122.0
4045,82.0,32.0,4476.0
4046,75.0,22.0,4314.0
4047,98.0,33.0,4196.0
4048,85.0,27.0,4428.0
4049,116.0,19.0,4644.0
4050,127.0,23.0,4678.0
4051,110.0,25.0,3662.0
4052,77.0,18.0,3482.0
4053,94.0,13.0,3390.0
4054,112.0,10.0,2880.0
4055,69.0,30.0,2500.0
4056,50.0,33.0,1932.0
4057,58.0,19.0,1482.0
4058,29.0,13.0,908.0
4059,16.0,6.0,428.0
4060,10.0,2.0,284.0
4061,18.0,6.0,530.0
4062,22.0,1.0,802.0
4063,30.0,3.0,1366.0
4064,38.0,5.0,2068.0
4065,54.0,8.0,2876.0
4066,69.0,21.0,3544.0
4067,87.0,29.0,4166.0
4068,80.0,15.0,4172.0
4069,83.0,31.0,4364.0
4070,69.0,37.0,4238.0
4071,85.0,38.0,4610.0
4072,86.0,32.0,4718.0
4073,87.0,39.0,4848.0
4074,89.0,35.0,3980.0
4075,85.0,21.0,3372.0
4076,68.0,16.0,3084.0
4077,77.0,15.0,3000.0
4078,81.0,18.0,2884.0
4079,63.0,22.0,2300.0
4080,54.0,15.0,1796.0
4081,46.0,12.0,1372.0
4082,32.0,12.0,1000.0
4083,18.0,5.0,582.0
4084,4.0,3.0,280.0
4085,16.0,3.0,490.0
4086,23.0,0.0,718.0
4087,26.0,1.0,1196.0
4088,36.0,9.0,1888.0
4089,37.0,10.0,2656.0
4090,61.0,16.0,3130.0
4091,45.0,22.0,3530.0
4092,56.0,34.0,3630.0
4093,52.0,45.0,3674.0
4094,59.0,28.0,3614.0
4095,58.0,40.0,3498.0
4096,49.0,30.0,3846.0
4097,59.0,28.0,3578.0
4098,64.0,20.0,3236.0
4099,48.0,13.0,2590.0
4100,42.0,7.0,2552.0
4101,45.0,6.0,1976.0
4102,34.0,5.0,1332.0
4103,14.0,6.0,742.0
4104,8.0,2.0,374.0
4105,7.0,1.0,200.0
4106,2.0,0.0,116.0
4107,5.0,2.0,168.0
4108,4.0,3.0,352.0
4109,18.0,0.0,1270.0
4110,34.0,2.0,2132.0
4111,58.0,7.0,3184.0
4112,70.0,3.0,3322.0
4113,59.0,10.0,3236.0
4114,90.0,9.0,3630.0
4115,90.0,27.0,4062.0
4116,96.0,31.0,4236.0
4117,78.0,28.0,4384.0
4118,94.0,30.0,4356.0
4119,87.0,26.0,4140.0
4120,118.0,30.0,4760.0
4121,82.0,26.0,4706.0
4122,86.0,17.0,3842.0
4123,62.0,17.0,2796.0
4124,52.0,8.0,2672.0
4125,43.0,5.0,2150.0
4126,25.0,7.0,1224.0
4127,28.0,2.0,720.0
4128,6.0,2.0,318.0
4129,5.0,2.0,134.0
4130,4.0,1.0,76.0
4131,7.0,0.0,162.0
4132,5.0,3.0,434.0
4133,24.0,0.0,1318.0
4134,57.0,2.0,2358.0
4135,61.0,6.0,3500.0
4136,75.0,1.0,3564.0
4137,95.0,13.0,3708.0
4138,102.0,16.0,3974.0
4139,89.0,24.0,4226.0
4140,91.0,23.0,4646.0
4141,106.0,30.0,5424.0
4142,111.0,32.0,4856.0
4143,118.0,26.0,4338.0
4144,128.0,22.0,5008.0
4145,119.0,27.0,5274.0
4146,94.0,21.0,4174.0
4147,58.0,16.0,3060.0
4148,72.0,5.0,3166.0
4149,48.0,9.0,2830.0
4150,40.0,4.0,1968.0
4151,26.0,5.0,1198.0
4152,10.0,0.0,472.0
4153,6.0,1.0,272.0
4154,5.0,1.0,130.0
4155,3.0,1.0,120.0
4156,4.0,1.0,366.0
4157,21.0,2.0,1348.0
4158,54.0,0.0,2464.0
4159,66.0,4.0,3364.0
4160,65.0,7.0,3486.0
4161,86.0,8.0,3610.0
4162,77.0,20.0,4044.0
4163,75.0,34.0,4420.0
4164,85.0,28.0,4400.0
4165,87.0,27.0,4882.0
4166,95.0,33.0,4666.0
4167,111.0,32.0,4508.0
4168,86.0,30.0,4942.0
4169,99.0,18.0,5276.0
4170,92.0,21.0,4688.0
4171,70.0,11.0,3588.0
4172,69.0,9.0,3642.0
4173,51.0,11.0,3144.0
4174,61.0,12.0,2552.0
4175,34.0,4.0,1472.0
4176,12.0,4.0,690.0
4177,7.0,0.0,350.0
4178,11.0,2.0,166.0
4179,5.0,4.0,156.0
4180,4.0,1.0,388.0
4181,15.0,1.0,1272.0
4182,38.0,4.0,2286.0
4183,54.0,4.0,3346.0
4184,74.0,6.0,3526.0
4185,65.0,8.0,3680.0
4186,88.0,11.0,4000.0
4187,90.0,20.0,4546.0
4188,82.0,32.0,4588.0
4189,90.0,41.0,4888.0
4190,114.0,39.0,4764.0
4191,101.0,33.0,4668.0
4192,111.0,35.0,4872.0
4193,106.0,29.0,5016.0
4194,131.0,26.0,4686.0
4195,96.0,26.0,3868.0
4196,76.0,15.0,3788.0
4197,67.0,11.0,3410.0
4198,62.0,20.0,2668.0
4199,52.0,8.0,2002.0
4200,27.0,6.0,1286.0
4201,25.0,5.0,728.0
4202,12.0,2.0,374.0
4203,5.0,4.0,252.0
4204,10.0,1.0,390.0
4205,21.0,3.0,1062.0
4206,35.0,4.0,1856.0
4207,65.0,3.0,2892.0
4208,48.0,5.0,3076.0
4209,79.0,11.0,3384.0
4210,73.0,15.0,3690.0
4211,82.0,28.0,3988.0
4212,59.0,25.0,4030.0
4213,93.0,32.0,4396.0
4214,75.0,29.0,4488.0
4215,104.0,28.0,4422.0
4216,103.0,26.0,4764.0
4217,125.0,38.0,5200.0
4218,157.0,31.0,4816.0
4219,108.0,29.0,4116.0
4220,81.0,20.0,3716.0
4221,109.0,23.0,3658.0
4222,101.0,25.0,3252.0
4223,74.0,21.0,2808.0
4224,65.0,33.0,2238.0
4225,67.0,22.0,1708.0
4226,33.0,15.0,1168.0
4227,16.0,2.0,568.0
4228,13.0,5.0,404.0
4229,26.0,5.0,622.0
4230,30.0,2.0,930.0
4231,37.0,4.0,1494.0
4232,27.0,7.0,2354.0
4233,53.0,17.0,2918.0
4234,65.0,17.0,3672.0
4235,97.0,25.0,3928.0
4236,71.0,33.0,4186.0
4237,76.0,38.0,4270.0
4238,81.0,53.0,4426.0
4239,72.0,39.0,4144.0
4240,79.0,43.0,4144.0
4241,89.0,36.0,4356.0
4242,100.0,42.0,4302.0
4243,84.0,32.0,3832.0
4244,90.0,22.0,3582.0
4245,117.0,25.0,3508.0
4246,75.0,11.0,3100.0
4247,81.0,24.0,2684.0
4248,65.0,23.0,2238.0
4249,66.0,24.0,1748.0
4250,39.0,14.0,1278.0
4251,17.0,3.0,670.0
4252,11.0,0.0,338.0
4253,14.0,2.0,536.0
4254,34.0,3.0,712.0
4255,25.0,2.0,1066.0
4256,27.0,6.0,1692.0
4257,49.0,5.0,2374.0
4258,61.0,20.0,2944.0
4259,82.0,22.0,3244.0
4260,76.0,30.0,3174.0
4261,64.0,35.0,3410.0
4262,57.0,27.0,3356.0
4263,55.0,32.0,3142.0
4264,58.0,30.0,3314.0
4265,59.0,24.0,3328.0
4266,70.0,30.0,3116.0
4267,39.0,13.0,2554.0
4268,42.0,15.0,2406.0
4269,42.0,8.0,1996.0
4270,25.0,9.0,1538.0
4271,21.0,2.0,962.0
4272,9.0,1.0,600.0
4273,7.0,1.0,422.0
4274,4.0,1.0,228.0
4275,4.0,2.0,206.0
4276,4.0,2.0,476.0
4277,25.0,1.0,1220.0
4278,40.0,3.0,2020.0
4279,68.0,5.0,3016.0
4280,58.0,3.0,3198.0
4281,51.0,6.0,3112.0
4282,77.0,28.0,3768.0
4283,68.0,29.0,4100.0
4284,81.0,30.0,4224.0
4285,105.0,32.0,4454.0
4286,86.0,37.0,4492.0
4287,98.0,30.0,4236.0
4288,92.0,35.0,4588.0
4289,103.0,41.0,4826.0
4290,97.0,18.0,3762.0
4291,60.0,17.0,3038.0
4292,49.0,12.0,2544.0
4293,35.0,8.0,2122.0
4294,35.0,1.0,1370.0
4295,28.0,0.0,720.0
4296,9.0,1.0,350.0
4297,7.0,0.0,150.0
4298,6.0,1.0,114.0
4299,2.0,2.0,116.0
4300,8.0,1.0,380.0
4301,13.0,0.0,1294.0
4302,65.0,1.0,2290.0
4303,65.0,4.0,3320.0
4304,66.0,2.0,3362.0
4305,82.0,8.0,3458.0
4306,81.0,24.0,4114.0
4307,95.0,18.0,4248.0
4308,90.0,28.0,4462.0
4309,101.0,33.0,4886.0
4310,113.0,36.0,4704.0
4311,115.0,37.0,4520.0
4312,95.0,32.0,5080.0
4313,125.0,27.0,5534.0
4314,99.0,25.0,4736.0
4315,76.0,16.0,3480.0
4316,68.0,8.0,3444.0
4317,58.0,13.0,2898.0
4318,53.0,4.0,2010.0
4319,27.0,2.0,1076.0
4320,13.0,3.0,524.0
4321,4.0,1.0,246.0
4322,2.0,0.0,140.0
4323,2.0,2.0,120.0
4324,7.0,0.0,368.0
4325,11.0,1.0,1298.0
4326,56.0,2.0,2362.0
4327,69.0,5.0,3360.0
4328,66.0,6.0,3544.0
4329,92.0,10.0,3736.0
4330,74.0,26.0,4118.0
4331,94.0,31.0,4332.0
4332,84.0,37.0,4454.0
4333,94.0,34.0,4526.0
4334,107.0,35.0,4744.0
4335,125.0,41.0,4570.0
4336,127.0,26.0,5110.0
4337,121.0,26.0,5366.0
4338,126.0,20.0,4678.0
4339,95.0,13.0,3650.0
4340,75.0,11.0,3482.0
4341,63.0,17.0,2940.0
4342,41.0,7.0,1814.0
4343,26.0,3.0,1186.0
4344,14.0,3.0,610.0
4345,6.0,1.0,316.0
4346,4.0,1.0,172.0
4347,5.0,2.0,166.0
4348,3.0,0.0,374.0
4349,18.0,5.0,1276.0
4350,65.0,3.0,2148.0
4351,63.0,3.0,3172.0
4352,65.0,3.0,3354.0
4353,63.0,9.0,3414.0
4354,62.0,17.0,3730.0
4355,90.0,25.0,4742.0
4356,92.0,34.0,4394.0
4357,73.0,23.0,3864.0
4358,99.0,26.0,3928.0
4359,88.0,16.0,4096.0
4360,144.0,26.0,5372.0
4361,143.0,20.0,5054.0
4362,126.0,16.0,3844.0
4363,98.0,9.0,3014.0
4364,60.0,8.0,2398.0
4365,51.0,8.0,2350.0
4366,44.0,7.0,1740.0
4367,38.0,9.0,1246.0
4368,25.0,4.0,840.0
4369,13.0,0.0,490.0
4370,6.0,0.0,240.0
4371,4.0,1.0,150.0
4372,6.0,0.0,414.0
4373,15.0,2.0,1014.0
4374,39.0,3.0,1466.0
4375,51.0,2.0,2268.0
4376,50.0,6.0,2552.0
4377,75.0,11.0,2938.0
4378,66.0,22.0,3250.0
4379,84.0,31.0,3610.0
4380,81.0,28.0,3896.0
4381,94.0,29.0,3890.0
4382,83.0,35.0,4092.0
4383,93.0,37.0,4120.0
4384,102.0,36.0,3834.0
4385,111.0,33.0,4320.0
4386,146.0,19.0,4640.0
4387,118.0,21.0,3378.0
4388,66.0,10.0,2750.0
4389,58.0,11.0,2522.0
4390,44.0,7.0,2174.0
4391,44.0,9.0,1988.0
4392,57.0,6.0,1454.0
4393,26.0,7.0,1180.0
4394,16.0,14.0,754.0
4395,10.0,3.0,398.0
4396,6.0,0.0,252.0
4397,13.0,2.0,506.0
4398,19.0,2.0,712.0
4399,24.0,1.0,1010.0
4400,33.0,5.0,1588.0
4401,33.0,8.0,2094.0
4402,58.0,15.0,2630.0
4403,63.0,20.0,2946.0
4404,85.0,20.0,3432.0
4405,61.0,25.0,3552.0
4406,49.0,30.0,3110.0
4407,59.0,25.0,3172.0
4408,62.0,31.0,3170.0
4409,65.0,33.0,3176.0
4410,63.0,22.0,2940.0
4411,52.0,23.0,2586.0
4412,51.0,27.0,2676.0
4413,50.0,7.0,2248.0
4414,40.0,8.0,2120.0
4415,49.0,11.0,1734.0
4416,31.0,6.0,1406.0
4417,23.0,4.0,1084.0
4418,14.0,5.0,766.0
4419,7.0,3.0,446.0
4420,12.0,2.0,274.0
4421,14.0,4.0,408.0
4422,26.0,1.0,508.0
4423,19.0,0.0,724.0
4424,18.0,3.0,1046.0
4425,20.0,12.0,1482.0
4426,42.0,16.0,2056.0
4427,54.0,24.0,2440.0
4428,57.0,33.0,2612.0
4429,57.0,40.0,2768.0
4430,55.0,24.0,2774.0
4431,61.0,32.0,2710.0
4432,49.0,26.0,2674.0
4433,49.0,30.0,2754.0
4434,48.0,20.0,2406.0
4435,39.0,8.0,2050.0
4436,18.0,7.0,1876.0
4437,10.0,8.0,1916.0
4438,40.0,7.0,1756.0
4439,49.0,16.0,1308.0
4440,21.0,10.0,950.0
4441,23.0,0.0,602.0
4442,11.0,0.0,364.0
4443,3.0,2.0,188.0
4444,8.0,2.0,222.0
4445,10.0,0.0,416.0
4446,19.0,1.0,680.0
4447,20.0,3.0,892.0
4448,17.0,1.0,1258.0
4449,27.0,4.0,1622.0
4450,30.0,22.0,2238.0
4451,49.0,27.0,2602.0
4452,55.0,28.0,2762.0
4453,60.0,39.0,3076.0
4454,54.0,45.0,3170.0
4455,59.0,33.0,3162.0
4456,67.0,38.0,3188.0
4457,56.0,34.0,3078.0
4458,58.0,13.0,2630.0
4459,46.0,15.0,2178.0
4460,39.0,9.0,1956.0
4461,42.0,12.0,1694.0
4462,22.0,6.0,1062.0
4463,16.0,1.0,548.0
4464,5.0,0.0,248.0
4465,2.0,0.0,170.0
4466,1.0,0.0,92.0
4467,5.0,2.0,122.0
4468,9.0,3.0,330.0
4469,12.0,3.0,1178.0
4470,47.0,3.0,2066.0
4471,67.0,6.0,3056.0
4472,70.0,5.0,3070.0
4473,71.0,5.0,3182.0
4474,82.0,16.0,3470.0
4475,77.0,25.0,3822.0
4476,81.0,30.0,4010.0
4477,82.0,21.0,4276.0
4478,111.0,33.0,4204.0
4479,108.0,34.0,4030.0
4480,113.0,20.0,4330.0
4481,141.0,25.0,5736.0
4482,113.0,27.0,3880.0
4483,79.0,6.0,3174.0
4484,54.0,4.0,2472.0
4485,40.0,10.0,1872.0
4486,32.0,3.0,1228.0
4487,11.0,1.0,652.0
4488,8.0,2.0,268.0
4489,6.0,1.0,182.0
4490,1.0,2.0,92.0
4491,3.0,0.0,136.0
4492,5.0,2.0,312.0
4493,15.0,1.0,1100.0
4494,41.0,1.0,2034.0
4495,78.0,7.0,3154.0
4496,66.0,4.0,3246.0
4497,88.0,12.0,3466.0
4498,93.0,24.0,3726.0
4499,85.0,29.0,4182.0
4500,78.0,23.0,4298.0
4501,115.0,33.0,4888.0
4502,119.0,30.0,4560.0
4503,107.0,34.0,4348.0
4504,115.0,18.0,4756.0
4505,110.0,25.0,5098.0
4506,86.0,23.0,4172.0
4507,74.0,20.0,3330.0
4508,59.0,10.0,2970.0
4509,57.0,6.0,2648.0
4510,45.0,3.0,1876.0
4511,23.0,6.0,1100.0
4512,14.0,1.0,616.0
4513,8.0,0.0,294.0
4514,4.0,0.0,134.0
4515,4.0,1.0,140.0
4516,5.0,1.0,360.0
4517,16.0,1.0,1190.0
4518,39.0,3.0,2042.0
4519,68.0,3.0,3282.0
4520,66.0,3.0,3354.0
4521,61.0,6.0,3594.0
4522,61.0,24.0,3962.0
4523,92.0,36.0,4278.0
4524,65.0,28.0,4370.0
4525,96.0,23.0,4794.0
4526,109.0,30.0,5278.0
4527,101.0,26.0,3970.0
4528,113.0,29.0,4574.0
4529,99.0,20.0,3900.0
4530,101.0,25.0,3786.0
4531,80.0,19.0,3250.0
4532,51.0,11.0,2750.0
4533,48.0,7.0,2548.0
4534,64.0,8.0,1988.0
4535,40.0,8.0,1368.0
4536,35.0,6.0,840.0
4537,9.0,1.0,448.0
4538,8.0,0.0,246.0
4539,5.0,0.0,158.0
4540,9.0,0.0,350.0
4541,22.0,2.0,1050.0
4542,61.0,2.0,1826.0
4543,52.0,4.0,2520.0
4544,68.0,3.0,2744.0
4545,66.0,7.0,3046.0
4546,71.0,24.0,3182.0
4547,81.0,22.0,3546.0
4548,72.0,25.0,3650.0
4549,92.0,26.0,4062.0
4550,87.0,31.0,4142.0
4551,87.0,33.0,3952.0
4552,101.0,31.0,4276.0
4553,103.0,36.0,4694.0
4554,128.0,30.0,4336.0
4555,91.0,25.0,3460.0
4556,86.0,27.0,3342.0
4557,87.0,24.0,3632.0
4558,94.0,13.0,2894.0
4559,79.0,18.0,2246.0
4560,72.0,23.0,1880.0
4561,54.0,23.0,1432.0
4562,31.0,8.0,1028.0
4563,18.0,3.0,552.0
4564,12.0,1.0,382.0
4565,19.0,2.0,590.0
4566,21.0,2.0,850.0
4567,30.0,5.0,1208.0
4568,49.0,4.0,2020.0
4569,60.0,8.0,2600.0
4570,59.0,17.0,3152.0
4571,78.0,31.0,3726.0
4572,80.0,31.0,3640.0
4573,77.0,37.0,3826.0
4574,70.0,44.0,3996.0
4575,82.0,61.0,3994.0
4576,79.0,36.0,4150.0
4577,75.0,44.0,4470.0
4578,100.0,41.0,4402.0
4579,98.0,38.0,4042.0
4580,94.0,34.0,3536.0
4581,87.0,21.0,3114.0
4582,74.0,11.0,2666.0
4583,71.0,10.0,2500.0
4584,57.0,10.0,1950.0
4585,49.0,18.0,1570.0
4586,31.0,23.0,1112.0
4587,20.0,5.0,598.0
4588,12.0,1.0,394.0
4589,15.0,4.0,498.0
4590,20.0,1.0,682.0
4591,16.0,1.0,814.0
4592,27.0,2.0,1442.0
4593,45.0,13.0,2094.0
4594,52.0,11.0,2588.0
4595,52.0,30.0,3092.0
4596,73.0,28.0,3368.0
4597,69.0,35.0,3692.0
4598,78.0,36.0,3510.0
4599,62.0,27.0,2992.0
4600,41.0,23.0,3094.0
4601,83.0,41.0,3798.0
4602,65.0,24.0,3016.0
4603,53.0,18.0,2380.0
4604,42.0,10.0,2248.0
4605,57.0,5.0,1888.0
4606,27.0,4.0,1204.0
4607,17.0,1.0,636.0
4608,11.0,2.0,338.0
4609,1.0,1.0,202.0
4610,4.0,1.0,118.0
4611,5.0,2.0,172.0
4612,7.0,1.0,376.0
4613,19.0,3.0,1098.0
4614,37.0,2.0,2034.0
4615,57.0,5.0,2912.0
4616,69.0,3.0,3084.0
4617,61.0,5.0,3454.0
4618,63.0,21.0,3428.0
4619,74.0,29.0,3716.0
4620,63.0,38.0,3634.0
4621,80.0,38.0,3898.0
4622,97.0,28.0,3922.0
4623,73.0,21.0,4036.0
4624,98.0,28.0,4248.0
4625,101.0,29.0,4446.0
4626,88.0,20.0,3370.0
4627,48.0,16.0,2544.0
4628,41.0,11.0,2170.0
4629,30.0,6.0,1908.0
4630,21.0,3.0,1054.0
4631,21.0,0.0,564.0
4632,10.0,1.0,338.0
4633,6.0,0.0,154.0
4634,4.0,1.0,82.0
4635,3.0,1.0,130.0
4636,3.0,0.0,330.0
4637,14.0,3.0,1174.0
4638,41.0,4.0,2230.0
4639,69.0,2.0,3228.0
4640,73.0,4.0,3502.0
4641,63.0,6.0,3478.0
4642,86.0,20.0,3830.0
4643,68.0,22.0,3910.0
4644,65.0,29.0,3932.0
4645,105.0,22.0,4386.0
4646,89.0,37.0,4282.0
4647,77.0,26.0,4046.0
4648,98.0,20.0,4828.0
4649,101.0,27.0,5174.0
4650,107.0,27.0,4596.0
4651,76.0,17.0,3484.0
4652,60.0,16.0,3180.0
4653,49.0,10.0,2758.0
4654,44.0,8.0,1806.0
4655,31.0,6.0,1098.0
4656,13.0,1.0,540.0
4657,10.0,2.0,232.0
4658,3.0,0.0,122.0
4659,7.0,0.0,144.0
4660,7.0,0.0,374.0
4661,18.0,1.0,1184.0
4662,37.0,4.0,2260.0
4663,63.0,5.0,3372.0
4664,65.0,1.0,3352.0
4665,76.0,9.0,3656.0
